,word,reading,meaning
13180,請負,うけおい,1. contract (for work); contracting; undertaking$
13181,連名,れんめい,1. joint signature$
13182,パース,パス,1. (architectural) perspective drawing; perspective view$2. perspective$3. purse; handbag$4. to parse$5. Perth; Purce$6. Perth$
13183,諭,さとし,1. Satoshi$
13184,理工,りこう,1. science and technology$
13185,クラン,クラン,1. clan$2. Kelang (Malaysia); Cran; Klein$
13186,暖かい,あたたかい,1. warm; mild; (pleasantly) hot$2. considerate; kind; genial$3. warm (of a colour); mellow$4. having enough money$
13187,勇敢,ゆうかん,1. brave; heroic; gallant$
13188,弦楽器,げんがっき,1. string instrument; stringed instrument$2. String instrument$
13189,プロバイダー,プロバイダ,1. Internet service provider; ISP$
13190,シャン,シャン,1. beautiful$
13191,花嫁,はなよめ,1. bride$
13192,椰子,やし,1. palm tree (any tree of family Arecaceae)$
13193,汚職,おしょく,1. corruption$2. Political corruption$
13194,両院,りょういん,1. both Houses of Parliament$
13195,光源,こうげん,1. light source$
13196,光源,こうげん,1. Kougen$
13197,体裁,ていさい,1. (outward) appearance$2. (proper) format (e.g. of an essay); form; style$3. appearances; decency; show; display$4. lip-service; insincere words; glib talk$
13198,字形,じけい,1. character style; character form$
13199,カスタマイズ,カスタマイズ,1. customize; customise$
13200,流山,ながれやま,1. Nagareyama$
13201,狸,たぬき,1. tanuki (Nyctereutes procyonoides); raccoon dog$2. sly dog; sly old fox; sly fox; cunning devil; craftiness; sly person; someone who makes evil plans without ever breaking their poker face$3. Raccoon dog$
13202,直交,ちょっこう,1. orthogonal$2. Orthogonality$
13203,抗原,こうげん,1. antigen$2. Antigen$
13204,会期,かいき,1. session (of a legislature)$
13205,離着陸,りちゃくりく,1. takeoff and landing$
13206,ハロゲン,ハロゲン,1. halogen$
13207,延岡,のべおか,1. Nobeoka$
13208,明白,めいはく,1. obvious; clear; plain; evident; apparent; explicit; overt$
13209,明,明白あからさま,1. plain; frank; candid; open; direct; straightforward; unabashed; blatant; flagrant$
13210,死別,しべつ,1. bereavement$
13211,容積,ようせき,1. capacity; volume$
13212,動乱,どうらん,1. disturbance; agitation; commotion; upheaval; riot$
13213,二宮,にぐう,1. the Two Ise Shrines$2. Ninomiya$
13214,二宮,にのみや,1. Ninomiya$
13215,人為,じんい,1. human work; human agency; art; artificiality$
13216,綱領,こうりょう,1. general plan; main points; summary; platform (e.g. for a campaign); mission statement$
13217,遠山,えんざん,1. distant mountain$
13218,遠山,とおやま,1. Tooyama$
13219,養嗣子,ようしし,1. adoptive heir$
13220,風味,ふうみ,1. taste; flavor; flavour$
13221,魔界,まかい,1. world of spirits; hell$
13222,士族,しぞく,1. family or person with samurai ancestors$
13223,尋問,じんもん,1. cross-examination; interrogation; questioning$
13224,年貢,ねんぐ,1. annual tribute; land tax$2. Nengu$
13225,水沢,みずさわ,1. Mizusawa$
13226,スルー,スル,1. ignoring; looking the other way; letting pass$2. passing through; going through$3. ball hit through net (in tennis)$
13227,見守る,みまもる,1. to watch over; to watch attentively$
13228,身柄,みがら,1. one's person$
13229,井川,いかわ,1. Ikawa$
13230,斯波,しば,1. Shiba$
13231,抗,こう,1. anti-$
13232,抗,こう,1. Kou$
13233,教訓,きょうくん,1. lesson; precept; teachings; moral$
13234,ルース,ルス,1. loose stone; unset jewel$2. Ruth$
13235,原生,げんせい,1. primeval; primordial; primitive; pristine$2. Gensei$
13236,芳しい,かんばしい,"1. sweet; fragrant; aromatic$2. good (e.g. reputation, rumor); favorable$"
13237,ベストテン,ベストテン,1. top ten; the ten best$2. Top Ten$
13238,ファゴット,フゴト,1. bassoon$2. Bassoon$
13239,心身,しんしん,1. mind and body$
13240,慰霊,いれい,1. consoling the spirits of the dead$
13241,スイート,スイト,1. sweet (flavour)$2. sweet (of alcohol)$3. sweet (e.g. melody); pleasant (e.g. atmosphere); pleasing; delightful$4. suite (of rooms)$5. suite$6. Sweet (band)$
13242,着想,ちゃくそう,1. conception; idea$
13243,敵機,てっき,1. enemy plane$
13244,就学,しゅうがく,1. entering school; school attendance$
13245,松坂,まつさか,1. Matsusaka$
13246,一途,いっと,1. way; course; the only way$
13247,一途,いちず,1. wholehearted; earnest; determined; intent; single-minded; straightforward; devoted to; doing nothing but$
13248,磁性,じせい,1. magnetism$2. Magnetism$
13249,総計,そうけい,1. total; sum$
13250,賭博,とばく,1. gambling$2. Gambling$
13251,理性,りせい,1. reason; reasoning power; (one's) sense$2. Reason$
13252,畿内,きない,1. territories in the vicinity of the capital and under direct imperial rule; (in Japanese history) the five kuni in the immediate vicinity of Kyoto$2. Kinai$
13253,上山,うえやま,1. Ueyama$
13254,休場,きゅうじょう,1. theater closure; theatre closure; stage absence$2. wrestler's absence from the tournament$
13255,整合,せいごう,1. adjustment; coordination; integration; conformity$
13256,モザイク,モザイク,"1. mosaic$2. pixelated obscuring in images and video, usu. for censorship$3. Mosaic$"
13257,無敵,むてき,1. invincible; unrivaled; unrivalled; matchless; unbeatable; undefeatable$
13258,無敵,むてき,1. Muteki$
13259,ミール,ミル,"1. meal (food, ground grain)$2. Mir (Russian space station)$3. meel; Indian club; type of exercise equipment$4. Mir$5. Mir$"
13260,接着,せっちゃく,1. adhesion; glueing; gluing; bonding; binding; adhering; fastening$2. Adhesion$
13261,トマト,トマト,1. tomato (Solanum lycopersicum)$2. Tomato$
13262,明け渡す,あけわたす,1. to vacate; to surrender (e.g. a castle); to give up (e.g. a position); to hand over (e.g. power)$
13263,処方,しょほう,1. prescription; formulation; formula; recipe$
13264,現像,げんぞう,1. development (of film); photographic processing$2. Photographic processing$
13265,禁煙,きんえん,1. abstaining from smoking; quitting smoking$2. No Smoking!; Smoking Prohibited!$3. Smoking ban$
13266,ボイコット,ボイコト,1. boycott$2. Boycott$
13267,壁面,へきめん,1. surface of a wall$
13268,争議,そうぎ,1. dispute; quarrel; strike$
13269,八戸,はちのへ,1. Hachinohe$
13270,公約,こうやく,1. public commitment; public promise; campaign pledge; official vow$
13271,原住民,げんじゅうみん,1. native people; aboriginal; indigenous people$
13272,スターリング,スタリング,1. sterling$2. Sterling; Stirling (Britain); Starling$
13273,トラスト,トラスト,1. trust$2. Trust$
13274,マルチメディア,マルチメデア,1. multimedia$2. Multimedia$
13275,一瞬,いっしゅん,1. instant; moment; for an instant$
13276,国別,くにべつ,1. by country$
13277,傀儡,かいらい,1. puppet; marionette; dummy$2. puppeteer$3. prostitute$
13278,時系列,じけいれつ,1. chronological order; time series$2. Time series$
13279,ムッソリーニ,ムソリニ,1. Mussolini$
13280,オリーブ,リブ,1. olive$2. Olive$
13281,錆び,さび,1. to rust; to become rusty$
13282,版権,はんけん,1. copyright$
13283,絶頂,ぜっちょう,1. top (of a mountain); summit$2. peak; height; zenith; climax$
13284,英字,えいじ,1. English letter; alphabetic character$
13285,メリー,メリ,1. merry$2. Merì$
13286,リーディング,リデング,1. reading$2. leading$
13287,アレルギー,アレルギ,1. allergy$2. Allergy$
13288,歳月,さいげつ,1. time; years$
13289,公判,こうはん,1. public hearing; trial$
13290,常駐,じょうちゅう,"1. permanent stationing; staying permanently$2. resident (program, file, etc.)$"
13291,副題,ふくだい,1. subtitle; subheading$
13292,艦砲,かんぽう,1. ship's guns$2. Naval artillery$
13293,鶴田,つるた,1. Tsuruta$
13294,追随,ついずい,1. following (in the footsteps of)$2. catching up with; coming level with$
13295,サリー,サリ,1. sari$
13296,向こう,むこう,1. opposite side; other side; opposite direction$2. over there; that way; far away; beyond$3. the other party; the other person$4. future (starting now)$
13297,寝返る,ねがえる,1. to change sides; to double-cross; to betray$
13298,曲げる,まげる,1. to bend; to crook; to bow; to curve; to curl$2. to lean; to tilt; to incline; to slant$3. to bend (the truth); to distort; to twist; to pervert$4. to yield (a point); to depart (from a principle); to ignore (what one really thinks)$5. to pawn$
13299,沿道,えんどう,1. roadside; wayside; route$
13300,通説,つうせつ,1. prevailing view; common opinion; commonly accepted theory$
13301,疾病,しっぺい,1. illness; disease$
13302,突き出る,つきでる,1. to project; to stick out; to stand out$
13303,突っ込む,つこむ,1. to thrust (something) into (something); to cram; to stuff; to shove$2. to plunge into; to charge into; to rush into; to ram into; to crash into$3. to delve into (a matter); to go into depth; to get to the heart (of something)$4. to press (someone) about; to point out (e.g. an inconsistency); to question sharply; to grill$5. to get involved with; to meddle in; to poke one's nose into$6. to riposte; to retort; to quip$
13304,サンライズ,サンライズ,1. sunrise$2. half-melon shaped bun$
13305,一撃,いちげき,1. blow; hit; poke$
13306,引き下げる,ひきさげる,1. to pull down; to lower; to reduce; to withdraw$
13307,日の出,ひので,1. sunrise$
13308,日の出,ひので,1. Hinode$
13309,回航,かいこう,1. navigation; cruise$
13310,堀田,ほった,1. Hotta$
13311,一様,いちよう,1. uniform; equal; even; the same; identical$2. common; ordinary; usual$
13312,ホープ,ホプ,1. hope$2. white hope; person of promise$3. Hope (Canada)$
13313,パッド,パド,1. pad$2. Pad$
13314,日進,にっしん,1. Nisshin$
13315,前夜,ぜんや,"1. last night; the previous night$2. night before (Christmas, etc.); eve (of festival, major event, etc.)$"
13316,小原,おはら,1. Ohara$
13317,敗者,はいしゃ,1. the defeated; vanquished; loser$
13318,短波,たんぱ,1. short wave$2. High frequency$
13319,洗濯,せんたく,1. washing; laundry$2. relaxing; taking a break$3. Laundry$
13320,甲賀,こうが,1. Kouga$
13321,金銀,きんぎん,1. gold and silver$2. money$
13322,銚子,ちょうし,1. (sake) decanter$
13323,銚子,ちょうし,1. Choushi$
13324,転入,てんにゅう,1. move in (to a new house)$
13325,泥棒,どろぼう,1. thief; burglar; robber$2. theft; burglary; robbery$
13326,エリス,エリス,1. Eris (dwarf planet)$2. Eris$
13327,コンバート,コンバト,1. convert; conversion$2. Conversion$
13328,イデオロギー,イデロギ,1. ideology$2. Ideology$
13329,盗賊,とうぞく,1. thief; robber; burglar; bandit$2. Banditry$
13330,ハッチ,ハチ,1. hatch$2. Hatch$
13331,ソフトボール,ソフトボル,1. softball$2. Softball$
13332,仏像,ぶつぞう,1. statue of Buddha; image of Buddha; Buddhist statue; Buddhist image$2. Butsuzou$3. Buddharupa$
13333,排他,はいた,1. exclusion$
13334,排他,はいた,1. Haita$
13335,大本営,だいほんえい,1. Imperial General Headquarters (Japan)$2. Imperial General Headquarters$
13336,土着,どちゃく,1. indigenousness; being native (to a region); settling (of people)$2. native; indigenous; aboriginal$
13337,癒す,いやす,1. to heal; to cure$
13338,黒木,くろき,1. unbarked lumber$
13339,黒木,くろき,1. Kuroki$
13340,類する,るいする,1. to be similar to$
13341,被曝,ひばく,1. being exposed to radiation; radiation exposure$2. Orders of magnitude (radiation)$
13342,空輸,くうゆ,1. air transport; air lift; airlift$
13343,商科,しょうか,1. commerce (field of study); department of commerce (at a university)$
13344,書状,しょじょう,1. letter; note$
13345,板倉,いたくら,1. Itakura$
13346,河村,かわむら,1. Kawamura$
13347,栗田,くりた,1. Kurita$
13348,森山,もりやま,1. Moriyama$
13349,新潮社,しんちょうしゃ,1. Shinchosha (a publisher)$2. Shinchosha$
13350,美学,びがく,1. esthetics; aesthetics$2. Aesthetics$
13351,田島,たじま,1. Tajima$
13352,アーカイブ,アカイブ,1. archive$
13353,ポーター,ポタ,1. porter$2. Porter$
13354,ホイールベース,ホイルベス,1. wheelbase$2. Wheelbase$
13355,調布,ちょうふ,1. Choufu$
13356,義昭,よしあき,1. Yoshiaki$
13357,胎児,たいじ,1. fetus; foetus; embryo; unborn child$2. Fetus$
13358,服役,ふくえき,1. penal servitude; serving time in prison$2. military service$3. forced labor; compulsory service$
13359,水量,すいりょう,1. quantity or volume of water$
13360,下段,げだん,"1. lower tier; lower step; lower column; lower berth; bottom shelf$2. low position (of a sword in kendo, etc.)$"
13361,光沢,こうたく,1. brilliance; polish; lustre; luster; glossy finish (of photographs)$2. Lustre (mineralogy)$
13362,光沢,こうたく,1. Koutaku$
13363,取り調べる,とりしらべる,1. to investigate; to examine$
13364,峡谷,きょうこく,1. gorge; ravine; canyon; glen$2. Canyon$
13365,皮質,ひしつ,1. cortex$
13366,着せる,きせる,1. to put clothes on (someone)$2. to plate; to gild; to veneer$3. to accuse (of some crime); to give (a bad name)$
13367,野手,やしゅ,1. fielder$2. Position player$
13368,野手,のて,1. Note$
13369,マラウイ,マラウイ,1. Malawi$2. Malawi; Marawi (Philipines)$3. Malawi$
13370,面,面倒めんどう,1. trouble; bother$2. trouble; difficulty$3. care; attention$
13371,無色,むしょく,1. colourless; colorless; achromatic$2. neutral (position); impartial$
13372,視力,しりょく,1. eyesight; vision; visual acuity$2. Visual acuity$
13373,連作,れんさく,"1. planting a field with the same crop each year; repeated cultivation$2. collaborative literary work; story made up by several writers working on it in turn$3. series (of novels); cycle (of poems, songs); sequence$"
13374,連作,れんさく,1. Rensaku$
13375,参政,さんせい,1. participation in government$
13376,遇う,あしらう,1. to treat; to handle; to deal with$2. to arrange; to decorate; to dress; to garnish$
13377,コミカル,コミカル,1. comical$
13378,サンティアゴ,サンテアゴ,1. Santiago (Chile)$
13379,追走,ついそう,1. chasing; chase$
13380,爆雷,ばくらい,1. depth charge$2. Depth charge$
13381,トール,トル,1. toll$2. El Tor (Arab Union); Towle$3. Thor$
13382,戦没,せんぼつ,1. death in battle; killed in action$
13383,掃討,そうとう,1. cleaning up; sweeping up; mopping up$
13384,採決,さいけつ,1. vote; ballot; division$
13385,砲艦,ほうかん,1. gunboat$2. Gunboat$
13386,給水,きゅうすい,1. water supply$
13387,プラグイン,プラグイン,1. plug-in (software); plugin$2. Plug-in (computing)$
13388,バーゼル,バゼル,1. Basel (Switzerland)$2. Basel$
13389,チェリー,チリ,1. cherry$
13390,囁く,ささやく,1. to whisper; to murmur$2. to rumor; to rumour$
13391,江の島,えのしま,1. Enoshima$2. Enoshima$
13392,みたい,みたい,1. -like; sort of; similar to; resembling$
13393,キルギス,キルギス,1. Kyrgyzstan$2. Kirghiz$3. Kyrgyzstan$
13394,開示,かいじ,1. release (e.g. information); disclosure (legal); show; indication; display$
13395,雁,がん,1. wild goose$2. glans; head of a penis$
13396,初旬,しょじゅん,1. first 10 days of the month$
13397,バッド,バド,1. bad$2. Bad$
13398,信奉,しんぽう,1. belief; faith; adherence; espousal$
13399,時計回り,とけいまわり,1. clockwise rotation; CW$
13400,帰す,かえす,1. to send (someone) back; to send (someone) home$
13401,帰す,きす,1. to come to (in the end); to end in$2. to attribute; to blame$
13402,矢部,やべ,1. Yabe$
13403,耐震,たいしん,1. resistant to earthquakes$2. Earthquake engineering$
13404,増減,ぞうげん,1. increase and decrease; fluctuation$
13405,安部,あべ,1. Abe$
13406,屈折,くっせつ,"1. bending; curving; twisting; turning; winding$2. warping (of feelings, logic, etc.); distortion; twisting$3. refraction$4. inflection$5. Refraction$"
13407,年鑑,ねんかん,1. yearbook; almanac; annual$2. Annual report$
13408,受精,じゅせい,1. fertilization; fertilisation; impregnation; pollination; insemination$2. Fertilisation$
13409,城南,じょうなん,1. Jounan$
13410,ワイドショー,ワイドショ,"1. TV gossip show; (tabloid) talk show; talk show featuring discussion of current news, etc.$"
13411,共感,きょうかん,1. sympathy; empathy; response$2. Empathy$
13412,別表,べっぴょう,1. annexed (statistical) table$
13413,必死,ひっし,1. frantic; frenetic; desperate$2. inevitable death$3. brinkmate (inevitable checkmate)$
13414,払い下げる,はらいさげる,1. to make a sale of government property$
13415,羽生,はぶ,1. Habu$
13416,インフレ,インフレ,1. inflation$
13417,原宿,はらじゅく,1. Harajuku$
13418,ソナー,ソナ,1. sonar$2. Sonar$
13419,注射,ちゅうしゃ,1. injection$2. Injection (medicine)$
13420,溝口,みぞぐち,1. Mizoguchi$
13421,習志野,ならしの,1. Narashino$
13422,自転,じてん,1. rotation (usu. on an axis); turning; spin$2. Rotation around a fixed axis$
13423,黒部,くろべ,1. Kurobe$
13424,坂上,さかがみ,1. Sakagami$
13425,小節,しょうせつ,1. bar; measure$2. short pause (in writing)$3. petty principles; minor details$4. Bar (music)$
13426,小節,こぶし,"1. undulating melodic ornamentation or embellishment, esp. in folk and popular songs$2. unit of timber measurement$"
13427,ウガンダ,ウガンダ,1. Uganda$2. Uganda$3. Uganda$
13428,チューブ,チュブ,1. tube$2. Tube$
13429,テリア,テリア,1. terrier$2. Terrier$
13430,ハープ,ハプ,1. harp$2. harmonica$3. Harp$
13431,パトロール,パトロル,1. patrol$
13432,奮戦,ふんせん,1. hard fighting$
13433,回顧,かいこ,1. recollecting; reminiscing; looking back; retrospection; review$
13434,思,思惑おもわく,1. expectation; anticipation; prediction; forecast; calculations$2. purpose; intention; motive; ulterior motive$3. others' opinions of one$4. speculation$
13435,思惑,しわく,1. perceptive mental disturbances$
13436,憩う,いこう,1. to rest; to relax; to repose$
13437,戦乱,せんらん,1. wars; disturbances$
13438,何ら,なんら,1. (not) in any way; (not) at all; (none) whatsoever$2. what kind of$
13439,総局,そうきょく,1. head office; general office$
13440,褒章,ほうしょう,1. medal of honour; medal of merit$2. Medals of Honor (Japan)$
13441,サンダー,サンダ,1. thunder$
13442,不服,ふふく,1. dissatisfaction; discontent; disapproval; objection; complaint; protest; disagreement$
13443,慶喜,よしのぶ,1. Yoshinobu$
13444,平時,へいじ,1. peacetime; time of peace$2. ordinary times; normal times$
13445,普請,ふしん,"1. building; construction$2. group effort by Buddhist practitioners; group activities by a community (e.g. cleaning, etc.)$"
13446,和彦,かずひこ,1. Kazuhiko$
13447,トラップ,トラプ,1. trap$2. Trappes; Trapp$3. Trap$
13448,ミュラー,ミュラ,1. Müller$
13449,満点,まんてん,1. perfect score; full marks$2. extremely; very; quite$
13450,盛り上げる,もりあげる,1. to pile up; to heap up$2. to stir up; to enliven; to bring to a climax$
13451,自律,じりつ,1. autonomy (philosophy)$2. self-control$
13452,丼,どんぶり,"1. porcelain bowl$2. donburi; bowl of meat, fish, etc. served over rice$"
13453,プライス,プライス,1. price$
13454,修飾,しゅうしょく,1. ornamentation; embellishment; decoration; adornment; polish up (writing)$2. modification; qualification$3. Modifier$
13455,即時,そくじ,1. prompt; immediate; in real time$
13456,更迭,こうてつ,1. change (of personnel); reshuffle (e.g. of a cabinet); shake-up; dismissal (e.g. of a minister); replacement$
13457,興味深い,きょうみぶかい,1. very interesting; of great interest$
13458,襲来,しゅうらい,1. invasion; raid; attack; visitation (of a calamity)$
13459,東邦,とうほう,1. Oriental country; the Orient$
13460,東邦,とうほう,1. Touhou$
13461,校歌,こうか,1. school song$2. School song$
13462,水冷,すいれい,1. water cooling$2. Water cooling$
13463,取り替える,とりかえる,1. to exchange; to swap; to barter$2. to replace; to substitute$
13464,問い合わせる,といあわせる,1. to enquire; to inquire; to seek information$
13465,四肢,しし,1. limbs; extremities$
13466,地殻,ちかく,1. (Earth's) crust$2. Crust (geology)$
13467,インデックス,インデクス,1. index$2. Index$
13468,コバルト,コバルト,1. cobalt (Co)$2. Cobalt$3. Cobalt$
13469,二度と,にどと,1. never again$
13470,全力,ぜんりょく,"1. all one's power (strength, energy, efforts); one's utmost$"
13471,日本銀行,にっぽんぎんこう,1. Bank of Japan; BOJ; BoJ$2. Nihonginkou$3. Bank of Japan$
13472,疲弊,ひへい,1. exhaustion; fatigue$2. impoverishment; (financial) exhaustion; ruin$
13473,真面目,しんめんもく,1. one's true character; one's true self; oneself$2. seriousness; earnestness$
13474,真,真面目まじめ,1. serious; honest; sober; grave; earnest; steady$
13475,開削,かいさく,1. excavation; cutting; digging$
13476,竹島,たけしま,1. Takeshima$
13477,緒方,おがた,1. Ogata$
13478,湖沼,こしょう,1. lakes and marshes$
13479,瑞宝章,ずいほうしょう,1. Orders of the Sacred Treasure$2. Order of the Sacred Treasure$
13480,惚れる,ほれる,1. to fall in love; to be in love; to be charmed with; to lose one's heart to$
13481,叙事詩,じょじし,1. descriptive poetry; epic poem$2. Epic poetry$
13482,宿舎,しゅくしゃ,1. lodging house$
13483,下着,したぎ,1. underwear$
13484,和子,わこ,1. son of a person of high social standing$
13485,和子,わこ,1. Wako$
13486,面接,めんせつ,1. interview (e.g. for a job)$2. Job interview$
13487,パブリック,パブリク,1. public$
13488,トラス,トラス,1. truss$2. Truss$
13489,幸運,こううん,1. good luck; fortune$
13490,幸運,こううん,1. Kouun$
13491,水色,みずいろ,1. light blue; pale blue; aqua$2. Aqua (color)$
13492,水色,みずいろ,1. Mizuiro$
13493,水色,すいしょく,"1. colour of water (esp. in rivers, lakes, sea)$2. scenery of rivers, lakes, etc.$3. light blue; pale blue; aqua$"
13494,事由,じゆう,1. reason; cause$
13495,カウントダウン,カウントダウン,1. countdown$2. Countdown$
13496,キャスティング,キャステング,1. casting$
13497,天台宗,てんだいしゅう,1. Tendai sect (of Buddhism)$2. Tiantai$
13498,天台宗,てんだいしゅう,1. Tendaishuu$
13499,宮沢,みやざわ,1. Miyazawa$
13500,参列,さんれつ,1. attendance; participation; presence$
13501,後発,こうはつ,1. starting late; late departure$
13502,タックル,タクル,1. tackle (e.g. rugby)$2. fishing tackle$3. Tackle$
13503,重慶,じゅうけい,1. Chongqing (China)$2. Tazechin$
13504,統率,とうそつ,1. command; lead; generalship; leadership$
13505,火炎,かえん,1. flame; blaze$
13506,浮遊,ふゆう,1. floating; drifting; suspension$2. wandering (about)$
13507,知覚,ちかく,1. perception; sensation; awareness$2. Perception$
13508,高見,こうけん,1. your views; your opinion$2. great idea; excellent idea$
13509,高見,たかみ,1. (your) opinion; excellent idea$
13510,高見,たかみ,1. Takami$
13511,形容,けいよう,1. describing; comparing; expressing figuratively; modifying; qualifying (e.g. an adjective qualifying a noun)$2. form; figure; condition; state$3. personal appearance; one's face and figure; looks$
13512,昇降,しょうこう,1. ascending and descending; going up and down$
13513,梶原,かじはら,1. Kajihara$
13514,イーグル,イグル,"1. eagle (bird of prey, Accipitridae family)$2. Eagle$"
13515,じゃが芋,じがいも,1. potato (Solanum tuberosum)$2. Potato$
13516,パンツ,パンツ,1. underpants; pants; briefs; panties; shorts; knickers$2. trousers (esp. women's); jodhpurs; breeches; pants; trunks (e.g. swimming)$
13517,保養,ほよう,1. health preservation; recuperation; recreation$
13518,多賀,たが,1. Taga$
13519,岩本,いわもと,1. Iwamoto$
13520,鋼板,こうはん,1. steel sheet; steel plate; steel plates$
13521,漁師,りょうし,1. fisherman$2. Fisherman$
13522,漁師,りょうし,1. Ryoushi$
13523,狂う,くるう,"1. to go mad; to lose one's mind; to go crazy; to go insane$2. to get out of order; to go amiss; to malfunction; to become imprecise$3. to go wrong (of a plan or expectation, etc.); to fall through; to get mixed up$4. to go crazy (over someone or something); to get enthusiastic; to go wild$"
13524,純正,じゅんせい,1. genuine; pure; perfect$
13525,純正,じゅんせい,1. Junsei$
13526,給料,きゅうりょう,1. salary; wages; pay$
13527,アングル,アングル,1. angle$
13528,戦局,せんきょく,1. state of the war; war situation$
13529,マドンナ,マドンナ,1. madonna$2. Madonna$3. Madonna$
13530,フルーツ,フルツ,1. fruit$
13531,脂質,ししつ,1. lipid; fats; adipose$2. Lipid$
13532,酉,とり,"1. tenth sign of the Chinese zodiac (The Bird, 5pm-7pm, west, August)$2. Rooster (zodiac)$"
13533,酉,とり,1. Tori$
13534,開墾,かいこん,1. cultivating new land; clearing; reclamation$2. Kaikon$
13535,王政,おうせい,1. monarchy; imperial rule$
13536,目次,もくじ,1. table of contents$2. Table of contents$
13537,目次,もくじ,1. Mokuji$
13538,日出,にっしゅつ,1. sunrise$
13539,日出,ひので,1. Hinode$
13540,土台,どだい,1. foundation; base; basis$2. from the beginning; from the outset; by nature$
13541,柔術,じゅうじゅつ,"1. jujitsu (classical Japanese martial art, usually referring to fighting without a weapon); jiujitsu; jujutsu$2. Jujutsu$"
13542,ホノルル,ホノルル,1. Honolulu$2. Honolulu$3. Honolulu$
13543,肉食,にくしょく,1. meat eating; eating of meat; meat diet$2. carnivorous$
13544,遠州,ひろひこ,1. Hirohiko$
13545,遠州,えんしゅう,1. Enshuu$
13546,コリン,コリン,1. choline$2. Kolin; Collin; Corinne; Corrin$3. Colin$
13547,屋号,やごう,1. name of store; trade name (esp. of a sole proprietorship)$2. stage name (e.g. of actor)$3. Yagō$
13548,勤労,きんろう,1. labor; labour; exertion; diligent service$
13549,国文学,こくぶんがく,1. Japanese literature$
13550,埋蔵,まいぞう,1. burying in the ground$2. having underground deposits$
13551,店員,てんいん,1. employee (of a store); shop assistant; clerk; salesperson$
13552,課金,かきん,1. charges; billing$2. paying for items in online games$
13553,無機,むき,1. inorganic$
13554,ジャンボ,ジャンボ,1. jumbo$2. Jumbo$
13555,ジョイント,ジョイント,1. joint$
13556,吉野川,よしのがわ,1. Yoshinogawa$
13557,繁華街,はんかがい,1. business district; shopping district; bustling street; shopping centre; shopping center; downtown$2. High Street$
13558,閉校,へいこう,1. closing a school$
13559,除隊,じょたい,1. military discharge$2. Military discharge$
13560,風潮,ふうちょう,1. tide; current$2. tendency; trend$
13561,脱ぐ,ぬぐ,"1. to take off (clothes, shoes, etc.); to undress$"
13562,水利,すいり,1. utilization of water; water supply; irrigation$2. water transportation; navigability (e.g. of a river)$
13563,コメディアン,コメデアン,1. comedian$2. Comedian$
13564,サンスクリット,サンスクリト,1. Sanskrit$2. Sanskrit$
13565,決心,けっしん,1. determination; resolution$
13566,収拾,しゅうしゅう,1. control; bringing under control; settling (a matter); putting in order$
13567,署長,しょちょう,1. chief (of police); head (of office)$
13568,チタン,チタン,1. titanium (Ti)$2. Titanium$
13569,デュアル,デュアル,1. dual$2. Dual$
13570,メディアミックス,メデアミクス,1. media franchising$2. media mix (advertising strategy); mixed media$3. Media franchise$
13571,トーキー,トキ,1. talkie (motion picture with sound)$2. prerecorded announcement$3. Torquay (Britain)$4. Sound film$
13572,変種,へんしゅ,1. variant; variation; variety; mutation; freak; novelty; exception$2. (taxonomical) variety$3. Variety (botany)$
13573,朝方,あさがた,1. early morning; early hours; early in the morning$
13574,関根,せきね,1. Sekine$
13575,顔料,がんりょう,1. pigment$2. paint; colour; color$3. Pigment$
13576,薄れる,うすれる,1. to fade; to become dim$
13577,貞治,じょうじ,1. Jōji era (of the Northern Court) (1362.9.23-1368.2.18); Teiji era$2. Jōji$
13578,退治,たいじ,"1. extermination (e.g. of pests, demons, bandits); elimination; eradication; destruction; suppression$2. making someone renounce worldly desires in order to concentrate on Buddha's teachings$3. curing illness$"
13579,退治,たいじ,1. Taiji$
13580,アベニュー,アベニュ,1. avenue; boulevard$
13581,御飯,おんいい,1. steamed rice as an offering to a god$
13582,御飯,おまんま,1. cooked rice$2. meal$
13583,応仁,おうにん,1. Ōnin era (1467.3.5-1469.4.28)$2. Ōnin$
13584,酋長,しゅうちょう,1. chieftain$2. Tribal chief$
13585,消去,しょうきょ,1. elimination; erasure; clearing; dissipating; melting away$2. elimination (of variables)$3. Extinction (1995 novel)$
13586,マーキュリー,マキュリ,1. Mercury (Roman god)$2. Mercury (planet)$3. mercury (Hg)$4. Mercury$
13587,ペルシャ語,ペルシャご,1. Persian (language); Farsi$2. Persian language$
13588,ウィリー,ウリ,1. wheelie$2. Willy$
13589,ガーナ,ガナ,1. Ghana$2. Ghana$3. Ghana$
13590,文言,もんごん,1. wording (esp. of written text)$2. classical Chinese literary style; traditional written Chinese$
13591,公論,こうろん,1. public opinion; unbiased criticism; unbiassed criticism$
13592,因果,いんが,1. cause and effect; causality$2. karma; fate$3. unfortunate; unlucky; ill-fated$
13593,メタン,メタン,1. methane$2. Metan (Argentina)$3. Methane$
13594,野中,のなか,1. in the middle of a field$
13595,野中,のなか,1. Nonaka$
13596,形作る,かたちづくる,1. to form; to shape; to make; to mold; to mould; to build up$
13597,反戦,はんせん,1. anti-war$
13598,関連付ける,かんれんづける,1. to connect; to correlate; to associate; to relate; to link$
13599,音波,おんぱ,1. sound wave$
13600,鰻,うなぎ,"1. eel (esp. the Japanese eel, Anguilla japonica)$"
